,line,word,char,name
,3161,77146,562091,r/cleaned/text_data_2021-09-10.csv
,3409,77941,568761,r/cleaned/text_data_2021-09-11.csv
,4158,99602,723169,r/cleaned/text_data_2021-09-12.csv
,3843,88109,639538,r/cleaned/text_data_2021-09-13.csv
,4813,109354,792079,r/cleaned/text_data_2021-09-14.csv
,5837,127177,926545,r/cleaned/text_data_2021-09-15.csv
,4904,113218,824123,r/cleaned/text_data_2021-09-16.csv
,3848,88212,638342,r/cleaned/text_data_2021-09-17.csv
,2841,67054,484596,r/cleaned/text_data_2021-09-18.csv
,4067,88411,637186,r/cleaned/text_data_2021-09-19.csv
,3606,83362,607725,r/cleaned/text_data_2021-09-20.csv
,3490,80687,588347,r/cleaned/text_data_2021-09-21.csv
,4380,92534,676784,r/cleaned/text_data_2021-09-22.csv
,4164,91908,673445,r/cleaned/text_data_2021-09-23.csv
,2750,64400,469310,r/cleaned/text_data_2021-09-24.csv
,2228,50836,366725,r/cleaned/text_data_2021-09-25.csv
,2944,67939,491791,r/cleaned/text_data_2021-09-26.csv
,2887,67956,496563,r/cleaned/text_data_2021-09-27.csv
,4438,101435,744479,r/cleaned/text_data_2021-09-28.csv
,2882,64946,476433,r/cleaned/text_data_2021-09-29.csv
,2,2,25,r/cleaned/text_data_2021-09-30.csv
,2485,56310,409627,r/cleaned/text_data_2021-10-01.csv
,1608,38211,276874,r/cleaned/text_data_2021-10-02.csv
,2600,64435,466293,r/cleaned/text_data_2021-10-03.csv
,2759,62419,454203,r/cleaned/text_data_2021-10-04.csv
,2617,57402,422980,r/cleaned/text_data_2021-10-05.csv
,2857,62432,458579,r/cleaned/text_data_2021-10-06.csv
,2538,54967,401783,r/cleaned/text_data_2021-10-07.csv
,1447,33293,243811,r/cleaned/text_data_2021-10-08.csv
,1558,34908,255168,r/cleaned/text_data_2021-10-09.csv
,1864,37477,274981,r/cleaned/text_data_2021-10-10.csv
,1701,40755,300898,r/cleaned/text_data_2021-10-11.csv
,2435,55988,408071,r/cleaned/text_data_2021-10-12.csv
,2516,58234,420262,r/cleaned/text_data_2021-10-13.csv
,1785,37152,273983,r/cleaned/text_data_2021-10-14.csv
,1622,37050,266945,r/cleaned/text_data_2021-10-15.csv
,1892,40291,294437,r/cleaned/text_data_2021-10-16.csv
,2209,47301,349358,r/cleaned/text_data_2021-10-17.csv
,2182,44448,323931,r/cleaned/text_data_2021-10-18.csv
,2380,53333,390256,r/cleaned/text_data_2021-10-19.csv
,2743,63858,467173,r/cleaned/text_data_2021-10-20.csv
,2707,59192,434271,r/cleaned/text_data_2021-10-21.csv
,1691,37456,275202,r/cleaned/text_data_2021-10-22.csv
,1593,35136,259829,r/cleaned/text_data_2021-10-23.csv
,1844,44159,324830,r/cleaned/text_data_2021-10-24.csv
,1889,40313,294092,r/cleaned/text_data_2021-10-25.csv
,3165,59203,443027,r/cleaned/text_data_2021-10-26.csv
,2457,54555,399556,r/cleaned/text_data_2021-10-27.csv
,2335,51177,376072,r/cleaned/text_data_2021-10-28.csv
,1620,38896,281987,r/cleaned/text_data_2021-10-29.csv
,1597,37351,270356,r/cleaned/text_data_2021-10-30.csv
,2460,51163,374752,r/cleaned/text_data_2021-10-31.csv
,1983,49066,355150,r/cleaned/text_data_2021-11-01.csv
,2074,44912,326347,r/cleaned/text_data_2021-11-02.csv
,1951,44002,322520,r/cleaned/text_data_2021-11-03.csv
,2786,59211,432023,r/cleaned/text_data_2021-11-04.csv
,2273,57321,410550,r/cleaned/text_data_2021-11-05.csv
,1604,37136,272017,r/cleaned/text_data_2021-11-06.csv
,1898,39759,290761,r/cleaned/text_data_2021-11-07.csv
,1980,42846,314954,r/cleaned/text_data_2021-11-08.csv
,2057,50799,367679,r/cleaned/text_data_2021-11-09.csv
,2055,49935,359921,r/cleaned/text_data_2021-11-10.csv
,2292,48873,353785,r/cleaned/text_data_2021-11-11.csv
,2101,44583,323435,r/cleaned/text_data_2021-11-12.csv
,1910,43650,318640,r/cleaned/text_data_2021-11-13.csv
,2102,45222,329393,r/cleaned/text_data_2021-11-14.csv
,2061,46136,336816,r/cleaned/text_data_2021-11-15.csv
,3568,82309,590433,r/cleaned/text_data_2021-11-16.csv
,2866,64194,466599,r/cleaned/text_data_2021-11-17.csv
,3235,72572,525862,r/cleaned/text_data_2021-11-18.csv
,2340,50844,369892,r/cleaned/text_data_2021-11-19.csv
,2527,58859,428282,r/cleaned/text_data_2021-11-20.csv
,2,2,25,r/cleaned/text_data_2021-11-21.csv
,2,2,25,r/cleaned/text_data_2021-11-22.csv
,2378,55075,398625,r/cleaned/text_data_2021-11-23.csv
,3476,78987,572171,r/cleaned/text_data_2021-11-24.csv
,5180,131107,949154,r/cleaned/text_data_2021-11-25.csv
,5379,138319,1003682,r/cleaned/text_data_2021-11-26.csv
,5197,127872,930085,r/cleaned/text_data_2021-11-27.csv
,5352,127483,923257,r/cleaned/text_data_2021-11-28.csv
,5625,133650,971260,r/cleaned/text_data_2021-11-29.csv
,2,2,25,r/cleaned/text_data_2021-11-30.csv
,2957819,68970628,494579785,total
