,date,new_cases,d_s_pos,d_s_neg,total,por_pos,por_neg,pos_strength,neg_strength
517,22-06-2021,12.826189350151877,0.143719918,0.856280082,8.264620829,-0.539895262,0.431021558,-0.07759370278322852,0.3690751750280078
518,23-06-2021,12.98952203235649,0.118423498,0.881576502,8.411832676,-0.436330847,-0.070077023,-0.05167182518704281,-0.061778256806913553
519,24-06-2021,12.911459613344682,0.127837058,0.872162942,8.367532417,0.443973058,-1.219998996,0.05675620956598336,-1.0640379135884062
520,25-06-2021,12.9526349927137,0.105134029,0.894865971,8.430763463,-1.055970059,0.449914063,-0.11101838680603772,0.40261278485305013
521,26-06-2021,12.810492432130658,0.123836888,0.876163112,8.287528423,0.718930306,-0.513676927,0.08903009178392773,-0.4500647749229168
522,27-06-2021,12.64912251396561,0.137450772,0.862549228,8.530701541,-0.240480394,-0.147513927,-0.03305421580616417,-0.12723802385309835
523,28-06-2021,12.701820163849758,0.122238561,0.877761439,8.587465244,0.46999295,-2.139393799,0.05745126188814495,-1.877877379597917
524,29-06-2021,12.84703402827669,0.105543456,0.894456544,8.730043953,-0.718344131,0.575849712,-0.07581652218305673,0.5150725432589153
525,30-06-2021,12.891696597440014,0.127625131,0.872374869,7.934871566,0.334066604,0.969248078,0.04263529409822513,0.8455476650737519
526,01-07-2021,12.996770675536435,0.124384918,0.875615082,8.015987811,-1.380108101,0.337081219,-0.1716646329740207,0.29515339921534495
527,02-07-2021,12.997419010517094,0.125705319,0.874294681,8.087025471,0.815976954,-0.778522524,0.10257264329921834,-0.6806581017718948
528,03-07-2021,12.839209702930706,0.103402385,0.896597615,8.160518247,1.009489258,-0.222445267,0.10438359690908032,-0.19944389586023822
529,04-07-2021,12.70235299785413,0.114367978,0.885632022,8.265392931,0.182613951,-0.590343893,0.020885188330461078,-0.5228274556329416
530,05-07-2021,12.82009544662413,0.110163343,0.889836657,7.095893221,0.388134576,0.324501159,0.04275820242604757,0.2887530265171855
531,06-07-2021,13.024618235484454,0.12049516,0.87950484,8.644002038,1.479170572,0.302452792,0.17823289474043152,0.2660086944355133
532,07-07-2021,13.046466729600583,0.101121244,0.898878756,8.571491965,0.06632518,-0.27585187,0.0067068847101239195,-0.24795738574587373
533,08-07-2021,13.082284856439104,0.110907265,0.889092735,8.710289821,0.04910322,0.281816767,0.0054459038328933005,0.25056124014088776
534,09-07-2021,13.137297309068195,0.112776465,0.887223535,8.614682813,0.425240326,0.57300386,0.04795710074172759,0.5083825102378451
535,10-07-2021,12.964675114368248,0.103055683,0.896944317,8.644354337,-0.001791748,-0.09933825,-0.000184649813903884,-0.08910087879822526
536,11-07-2021,12.822684294412,0.120118384,0.879881616,8.46884293,0.456458259,0.849459108,0.05482902843453345,0.7474234526729586
537,12-07-2021,12.986985710034444,0.120232296,0.879767704,8.622453702,-0.41092334,-0.750936866,-0.049406256648188644,-0.6606500024497757
538,13-07-2021,13.161564859603466,0.099138214,0.900861786,8.651024539,0.130022346,0.243417573,0.012890183162530046,0.21928558955656538
539,14-07-2021,13.202044789049085,0.125250918,0.874749082,8.486940148,-0.25748836,0.42134702,-0.03225065346431448,0.36857291894843563
540,15-07-2021,13.257121517266674,0.094243342,0.905756658,8.885440912,-0.463296343,0.880358907,-0.0436625957006983,0.7973909414448528
541,16-07-2021,13.301827522349305,0.092449949,0.907550051,8.718009331,-0.07703042,0.984994166,-0.00712145840044858,0.8939315055880024
542,17-07-2021,13.06894361315518,0.078604805,0.921395195,9.759848102,0.411895701,0.968603874,0.0323769812574433,0.8924669553619855
543,18-07-2021,12.973909771721562,0.095152281,0.904847719,8.751632702,-0.157372608,0.57843733,-0.01497436261811885,0.5233976986349502
544,19-07-2021,13.115399183602696,0.125449686,0.874550314,8.692154394,0.348474419,0.086389154,0.04371600644258243,0.07555166175689436
545,20-07-2021,13.180536054483152,0.107783282,0.892216718,8.8596475,-1.884011407,0.450450404,-0.20306493277189777,0.4018993810786541
546,21-07-2021,13.233579117728755,0.106932791,0.893067209,9.043813421,0.363507541,0.233968595,0.03887087590867693,0.20894968013030135
547,22-07-2021,13.243518498960796,0.117954704,0.882045296,8.977525201,-0.381309985,-0.005708258,-0.044977306412919436,-0.005034942117254368
548,23-07-2021,13.444462818475357,0.101787437,0.898212563,8.891649113,-0.426980489,-0.062240358,-0.043461249624316696,-0.05590507148121755
549,24-07-2021,13.06479994037709,0.114578087,0.885421913,8.841592847,0.532113965,0.519336674,0.06096860017568495,0.4598320713841374
550,25-07-2021,13.006490017156588,0.12325242,0.87674758,8.730851904,-0.516572474,-0.419695747,-0.06366880752588708,-0.36796723051854224
551,26-07-2021,13.200013070254316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,27-07-2021,13.321599407862983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,28-07-2021,13.375922839265948,0.096909038,0.903090962,9.234447447,-2.031264698,0.428009545,-0.19684790780654055,0.3865315517392323
554,29-07-2021,13.389133307275424,0.089793494,0.910206506,9.512073268,-2.13943909,0.285984281,-0.19210771109128047,0.2603047531799322
555,30-07-2021,13.501212056907551,0.127571291,0.872428709,9.04180337,-0.620484867,0.166345384,-0.07915605552915331,0.14512448861122926
556,31-07-2021,13.142497322357771,0.069967176,0.930032824,9.497247144,-0.632940281,-0.112481282,-0.04428504403821646,-0.10461128434560037
557,01-08-2021,13.0842460552912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,02-08-2021,13.267458897022168,0.102582798,0.897417202,9.286838343,0.445474323,1.118466244,0.04569800249049576,1.0037308472219293
559,03-08-2021,13.365171507270745,0.10110393,0.89889607,9.244645176,-0.191117171,0.913796951,-0.01932269707858203,0.8214084880318826
